Movie_Name;Director;Year;Jump_Count;Jump_Scare__Rating;Imdb;MPAA_Rating;Genre;Month;Budget;Worldwide_Gross;Netflix__(US);Duration;jump_IMDB_coef;jump_duration_ratio
The Happening;M. Night Shyamalan;2008;1;0.5;5.0;R;Drama, Mystery, Sci-Fi;June;48000000.0;163403799.0;No;90;5.0;0.011111111111111112
The Harvest;John McNaughton;2013;0;0.0;6.1;NR;Drama, Mystery, Thriller;April;;;No;104;0.0;0.0
The Haunting;Robert Wise;1963;3;1.0;7.6;G;Horror;August;1400000.0;1020000.0;No;112;22.799999999999997;0.026785714285714284
The Haunting in Connecticut;Peter Cornwell;2009;26;4.5;5.9;PG-13;Drama, Horror, Mystery;March;10000000.0;99279998.0;No;102;153.4;0.2549019607843137
The Haunting in Connecticut 2: Ghosts of Georgia;Tom Elkins;2013;32;5.0;5.3;R;Drama, Horror, Mystery;March;9000000.0;5127434.0;No;101;169.6;0.31683168316831684
The Hills Have Eyes;Alexandre Aja;2006;9;2.5;6.4;R;Horror, Thriller;March;15000000.0;69623713.0;No;107;57.6;0.08411214953271028
The Hole;Nick Hamm;2001;3;0.5;6.2;R;Drama, Mystery, Thriller;October;5312313.0;7819851.0;No;102;18.6;0.029411764705882353
The House of the Devil;Ti West;2009;4;1.0;6.4;R;Horror;May;900000.0;101215.0;No;95;25.6;0.042105263157894736
The House on Pine Street;Aaron Keeling, Austin Keeling;2015;5;1.0;5.3;NR;Drama, Horror;February;;106745.0;No;111;26.5;0.04504504504504504
The House with a Clock in Its Walls;Eli Roth;2018;8;1.5;6.0;PG-13;Comedy, Fantasy, Horror;September;42000000.0;131457147.0;No;105;48.0;0.0761904761904762
The Howling;Joe Dante;1981;10;2.5;6.6;R;Horror;April;1000000.0;17985893.0;No;91;66.0;0.10989010989010989
The Human Centipede (First Sequence);Tom Six;2009;4;1.5;4.4;R;Horror;April;1652841.0;325113.0;No;92;17.6;0.043478260869565216
The Innkeepers;Ti West;2011;9;2.0;5.4;R;Drama, Horror, Mystery;March;750000.0;1178831.0;No;101;48.6;0.0891089108910891
The Innocents;Jack Clayton;1961;4;0.5;7.8;NR;Horror;December;549616.0;30103.0;No;100;31.2;0.04
The Invitation;Karyn Kusama;2015;5;1.0;6.6;NR;Drama, Horror, Mystery;April;1000000.0;354835.0;Yes;100;33.0;0.05
The Jacket;John Maybury;2005;6;1.5;7.1;R;Drama, Fantasy, Mystery;March;29000000.0;21733230.0;No;103;42.599999999999994;0.05825242718446602
The Killing of a Sacred Deer;Yorgos Lanthimos;2017;3;0.5;7.0;R;Drama, Mystery, Thriller;November;;7027336.0;No;101;21.0;0.0297029702970297
The Last Exorcism;Daniel Stamm;2010;7;2.0;5.6;PG-13;Horror, Mystery, Thriller;August;1800000.0;67738090.0;No;87;39.199999999999996;0.08045977011494253
The Last House on the Left;Dennis Iliadis;2009;4;0.5;6.5;NR;Horror, Thriller;March;15000000.0;45992398.0;No;114;26.0;0.03508771929824561
The Lazarus Effect;David Gelb;2015;18;4.5;5.2;PG-13;Horror, Mystery, Sci-Fi;February;3300000.0;38356892.0;No;83;93.60000000000001;0.21686746987951808
The Limehouse Golem;Juan Carlos Medina;2016;0;0.0;6.3;NR;Crime, Mystery, Thriller;September;;2327419.0;No;109;0.0;0.0
The Little Stranger;Lenny Abrahamson;2018;0;0.0;5.5;R;Drama, Horror, Mystery;September;;1824902.0;No;111;0.0;0.0
The Love Witch;Anna Biller;2016;0;0.0;6.2;NR;Comedy, Horror, Romance;March;;246218.0;No;121;0.0;0.0
The Meg;Jon Turteltaub;2018;18;3.5;5.7;PG-13;Action, Horror, Sci-Fi;August;130000000.0;530243742.0;No;113;102.60000000000001;0.1592920353982301
The Messengers;Danny Pang, Oxide Chun Pang;2007;27;4.5;5.4;PG-13;Horror, Mystery, Thriller;February;16000000.0;55060212.0;No;90;145.8;0.3
The Midnight Meat Train;Ryûhei Kitamura;2008;1;0.5;6.1;NR;Horror, Mystery;May;15000000.0;3533227.0;No;98;6.1;0.01020408163265306
The Mist;Frank Darabont;2007;5;1.0;7.1;R;Horror, Sci-Fi;November;18000000.0;57293715.0;No;126;35.5;0.03968253968253968
The Monster;Bryan Bertino;2016;11;3.0;5.4;R;Drama, Fantasy, Horror;October;2700000.0;74700.0;Yes;91;59.400000000000006;0.12087912087912088
The Mothman Prophecies;Mark Pellington;2002;4;1.0;6.4;PG-13;Drama, Horror, Mystery;January;32000000.0;55305279.0;No;119;25.6;0.03361344537815126
The Mummy;Alex Kurtzman;2017;16;3.5;5.5;PG-13;Action, Adventure, Fantasy;June;125000000.0;409231607.0;No;110;88.0;0.14545454545454545
The Neighbor;Marcus Dunstan;2016;3;1.0;5.3;NR;Crime, Horror, Thriller;September;;164348.0;No;87;15.899999999999999;0.034482758620689655
The Neon Demon;Nicolas Winding Refn;2016;2;0.5;6.2;R;Horror, Thriller;June;7000000.0;3377430.0;No;118;12.4;0.01694915254237288
The New Daughter;Luiso Berdejo;2009;11;2.5;5.3;PG-13;Horror, Thriller;October;15000000.0;477004.0;No;108;58.3;0.10185185185185185
The Ninth Gate;Roman Polanski;1999;0;0.0;6.7;R;Mystery, Thriller;March;38000000.0;58401898.0;No;133;0.0;0.0
The Number 23;Joel Schumacher;2007;3;0.5;6.4;NR;Crime, Mystery, Thriller;February;30000000.0;77566815.0;No;101;19.200000000000003;0.0297029702970297
The Nun;Corin Hardy;2018;21;4.5;5.4;R;Horror, Mystery, Thriller;September;22000000.0;365550119.0;No;96;113.4;0.21875
The Omen;Richard Donner;1976;1;0.5;7.5;R;Horror;June;2800000.0;60922980.0;No;111;7.5;0.009009009009009009
The Ones Below;David Farr;2015;0;0.0;6.1;R;Drama, Thriller;May;3700000.0;121827.0;Yes;87;0.0;0.0
The Open House;Matt Angel, Suzanne Coote;2018;14;3.0;3.3;NR;Horror, Thriller;January;100000.0;;Yes;94;46.199999999999996;0.14893617021276595
The Orphanage;J.A. Bayona;2007;6;1.5;7.4;R;Drama, Horror, Mystery;January;3746439.0;78638987.0;No;105;44.400000000000006;0.05714285714285714
The Other Side of the Door;Johannes Roberts;2016;16;3.5;5.3;R;Horror;March;5000000.0;14332467.0;No;96;84.8;0.16666666666666666
The Others;Alejandro Amenábar;2001;4;2.0;7.6;PG-13;Horror, Mystery, Thriller;August;17000000.0;209947037.0;No;101;30.4;0.039603960396039604
The Pact;Nicholas McCarthy;2012;12;3.0;5.8;R;Horror, Mystery, Thriller;June;400000.0;3035415.0;No;89;69.6;0.1348314606741573
The People Under the Stairs;Wes Craven;1991;13;3.0;6.4;R;Comedy, Horror, Mystery;November;6000000.0;31347154.0;No;102;83.2;0.12745098039215685
The Perfection;Richard Shepard;2019;1;0.5;6.1;TV-MA;Drama, Horror, Thriller;May;;;Yes;90;6.1;0.011111111111111112
The Possession;Ole Bornedal;2012;10;3.0;5.9;R;Horror, Mystery, Thriller;August;14000000.0;85446075.0;No;94;59.0;0.10638297872340426
The Possession of Michael King;David Jung;2014;20;4.0;5.7;R;Horror;August;;2405143.0;No;93;114.0;0.21505376344086022
The Predator;Shane Black;2018;6;1.5;5.4;R;Action, Adventure, Sci-Fi;September;88000000.0;160542134.0;No;107;32.400000000000006;0.056074766355140186
The Purge;James DeMonaco;2013;12;3.0;5.7;R;Horror, Thriller;June;3000000.0;89328627.0;No;85;68.4;0.1411764705882353
The Purge: Anarchy;James DeMonaco;2014;13;3.0;6.4;R;Action, Horror, Sci-Fi;July;9000000.0;111928365.0;No;104;83.2;0.125
The Purge: Election Year;James DeMonaco;2016;9;2.5;6.0;R;Action, Horror, Sci-Fi;July;10000000.0;118587880.0;No;105;54.0;0.08571428571428572
The Quiet Ones;John Pogue;2014;23;4.0;5.1;PG-13;Horror, Mystery, Thriller;April;200000.0;17834867.0;No;98;117.3;0.23469387755102042
The Return of the Living Dead;Dan O'Bannon;1985;1;0.5;7.3;R;Comedy, Horror, Sci-Fi;August;4000000.0;14237880.0;No;91;7.3;0.01098901098901099
The Ring;Gore Verbinski;2002;9;2.5;7.1;PG-13;Horror, Mystery;October;48000000.0;249348933.0;No;115;63.9;0.0782608695652174
The Ring Two;Hideo Nakata;2005;11;3.0;5.4;PG-13;Horror, Mystery;March;50000000.0;160864957.0;No;105;59.400000000000006;0.10476190476190476
The Rite;Mikael Håfström;2011;7;2.0;6.0;PG-13;Drama, Horror, Mystery;January;37000000.0;96047633.0;Yes;114;42.0;0.06140350877192982
The Ritual;David Bruckner;2017;15;3.0;6.3;NR;Horror, Mystery, Thriller;February;;1569665.0;Yes;94;94.5;0.1595744680851064
The Sacrament;Ti West;2013;2;0.5;6.1;R;Horror, Thriller;May;4000000.0;9221.0;No;99;12.2;0.020202020202020204
The Shallows;Jaume Collet-Serra;2016;9;2.5;6.3;PG-13;Drama, Horror, Thriller;June;17000000.0;119100758.0;No;86;56.699999999999996;0.10465116279069768
The Shape of Water;Guillermo del Toro;2017;2;0.5;7.3;R;Adventure, Drama, Fantasy;December;19400000.0;195243464.0;No;123;14.6;0.016260162601626018
The Shining;Stanley Kubrick;1980;3;0.5;8.4;R;Drama, Horror;June;19000000.0;45655744.0;Yes;144;25.200000000000003;0.020833333333333332
The Silence of the Lambs;Jonathan Demme;1991;0;0.0;8.6;R;Crime, Drama, Thriller;February;19000000.0;272753884.0;No;118;0.0;0.0
The Sixth Sense;M. Night Shyamalan;1999;8;1.5;8.1;PG-13;Drama, Mystery, Thriller;August;40000000.0;672806292.0;Yes;107;64.8;0.07476635514018691
The Skeleton Key;Iain Softley;2005;11;3.0;6.5;PG-13;Drama, Horror, Mystery;August;43000000.0;91974818.0;No;104;71.5;0.10576923076923077
The Snowman;Tomas Alfredson;2017;9;2.0;5.1;R;Crime, Drama, Mystery;October;35000000.0;43084060.0;No;119;45.9;0.07563025210084033
The Strangers;Bryan Bertino;2008;16;4.5;6.2;R;Horror, Mystery, Thriller;May;9000000.0;82391145.0;No;86;99.2;0.18604651162790697
The Strangers: Prey at Night;Johannes Roberts;2018;14;3.5;5.2;R;Horror;March;5000000.0;31039126.0;No;85;72.8;0.16470588235294117
The Taking of Deborah Logan;Adam Robitel;2014;19;3.5;6.0;R;Horror, Mystery, Thriller;October;1500000.0;407782.0;No;90;114.0;0.2111111111111111
The Texas Chain Saw Massacre;Tobe Hooper;1974;2;1.0;7.5;R;Horror;October;300000.0;30859000.0;No;83;15.0;0.024096385542168676
The Texas Chainsaw Massacre;Marcus Nispel;2003;16;3.0;6.2;R;Horror;October;9500000.0;107362708.0;No;98;99.2;0.16326530612244897
The Texas Chainsaw Massacre: The Beginning;Jonathan Liebesman;2006;17;3.5;5.8;R;Horror, Thriller;October;16000000.0;51764406.0;Yes;91;98.6;0.18681318681318682
The Thing;John Carpenter;1982;7;2.0;8.1;R;Horror, Mystery, Sci-Fi;June;15000000.0;19629760.0;No;109;56.699999999999996;0.06422018348623854
The Thing;Matthijs van Heijningen Jr.;2011;7;2.5;6.2;R;Horror, Mystery, Sci-Fi;October;38000000.0;27428670.0;No;103;43.4;0.06796116504854369
The Town That Dreaded Sundown;Alfonso Gomez-Rejon;2014;8;3.0;5.6;R;Horror, Mystery, Thriller;October;400000.0;5000000.0;No;86;44.8;0.09302325581395349
The Transfiguration;Michael O’Shea;2016;2;1.0;6.0;NR;Drama, Horror;April;;28631.0;No;97;12.0;0.020618556701030927
The Tunnel;Carlo Ledesma;2011;6;2.5;5.9;NR;Horror, Mystery, Thriller;May;135000.0;1532.0;No;91;35.400000000000006;0.06593406593406594
The Unborn;David S. Goyer;2009;14;3.5;4.8;PG-13;Drama, Horror, Mystery;January;16000000.0;76514050.0;Yes;88;67.2;0.1590909090909091
The Uninvited;Charles & Thomas Guard;2009;11;3.0;6.3;PG-13;Drama, Horror, Mystery;January;10325824.0;41624046.0;Yes;87;69.3;0.12643678160919541
The Veil;Phil Joanou;2016;12;3.0;4.7;R;Horror;January;4000000.0;;Yes;93;56.400000000000006;0.12903225806451613
The Village;M. Night Shyamalan;2004;4;1.0;6.5;PG-13;Drama, Mystery, Thriller;July;60000000.0;256697520.0;No;108;26.0;0.037037037037037035
The Visit;M. Night Shyamalan;2015;8;2.5;6.2;PG-13;Horror, Mystery, Thriller;September;5000000.0;98450062.0;No;94;49.6;0.0851063829787234
The Voices;Marjane Satrapi;2014;3;0.5;6.4;R;Comedy, Crime, Horror;February;;2097718.0;No;103;19.200000000000003;0.02912621359223301
The Void;Jeremy Gillespie, Steven Kostanski;2016;8;2.0;5.8;NR;Horror, Mystery, Sci-Fi;April;;368372.0;Yes;90;46.4;0.08888888888888889
The Wailing;Na Hong-jin;2016;4;1.0;7.4;NR;Horror, Mystery, Thriller;June;6420000.0;49851770.0;Yes;156;29.6;0.02564102564102564
The Ward;John Carpenter;2010;15;4.0;5.6;R;Horror, Mystery, Thriller;July;10000000.0;52965.0;No;89;84.0;0.16853932584269662
The Wicker Man;Robin Hardy;1973;4;0.5;7.6;R;Horror, Mystery, Thriller;August;810000.0;98201.0;No;93;30.4;0.043010752688172046
The Witch;Robert Eggers;2015;4;1.5;6.8;R;Drama, Horror, Mystery;February;4000000.0;40423945.0;Yes;92;27.2;0.043478260869565216
The Wolfman;Joe Johnston;2010;18;4.0;5.8;R;Drama, Fantasy, Horror;February;150000000.0;139789765.0;No;119;104.39999999999999;0.15126050420168066
The Woman in Black;James Watkins;2012;16;4.0;6.4;PG-13;Drama, Fantasy, Horror;February;17000000.0;127730736.0;No;95;102.4;0.16842105263157894
The Woman in Black 2: Angel of Death;Tom Harper;2014;14;4.0;4.8;PG-13;Drama, Horror, Thriller;January;15000000.0;48854305.0;No;98;67.2;0.14285714285714285
Them (Ils);David Moreau, Xavier Palud;2006;16;4.0;6.4;R;Horror, Thriller;July;2350000.0;5405885.0;No;74;102.4;0.21621621621621623
Thesis (Tesis);Alejandro Amenábar;1996;3;0.5;7.4;R;Horror, Mystery, Thriller;April;794701.0;14227.0;No;125;22.200000000000003;0.024
They Look Like People;Perry Blackshear;2015;2;0.5;5.9;NR;Drama, Horror, Mystery;February;;;No;80;11.8;0.025
Thirteen Ghosts;Steve Beck;2001;17;3.0;5.6;R;Horror, Thriller;October;42000000.0;68467960.0;No;91;95.19999999999999;0.18681318681318682
Timecrimes;Nacho Vigalondo;2007;3;0.5;7.2;R;Horror, Mystery, Sci-Fi;June;2600000.0;553198.0;No;92;21.6;0.03260869565217391
Tragedy Girls;Tyler Macintyre;2017;8;2.0;6.0;R;Comedy, Crime, Horror;October;;122211.0;No;98;48.0;0.08163265306122448
Train to Busan;Sang-ho Yeon;2016;4;1.0;7.5;M;Action, Horror, Thriller;July;8629915.0;87547518.0;Yes;118;30.0;0.03389830508474576
Trash Fire;Richard Bates Jr.;2016;0;0.0;5.8;R;Comedy, Drama, Horror;November;;;Yes;91;0.0;0.0
Tremors;Ron Underwood;1990;16;2.5;7.1;PG-13;Comedy, Horror;January;11000000.0;16667084.0;No;96;113.6;0.16666666666666666
Triangle;Christopher Smith;2009;5;1.0;6.9;R;Fantasy, Mystery, Thriller;October;12000000.0;1332682.0;No;99;34.5;0.050505050505050504
Trick 'r Treat;Michael Dougherty;2007;6;2.5;6.8;R;Comedy, Horror;December;12000000.0;;No;82;40.8;0.07317073170731707
Truth or Dare;Jeff Wadlow;2018;7;2.0;5.1;PG-13;Horror, Thriller;April;3500000.0;95330493.0;No;101;35.699999999999996;0.06930693069306931
Tucker and Dale vs. Evil;Eli Craig;2010;9;1.5;7.5;R;Comedy, Horror;December;5000000.0;4749516.0;No;89;67.5;0.10112359550561797
Tusk;Kevin Smith;2014;0;0.0;5.3;R;Comedy, Drama, Horror;September;3000000.0;1882074.0;Yes;105;0.0;0.0
Under the Shadow;Babak Anvari;2016;9;3.5;6.9;PG-13;Drama, Horror, Thriller;October;1000000.0;133324.0;Yes;84;62.1;0.10714285714285714
Unfriended;Leo Gabriadze;2014;5;3.0;5.5;R;Horror, Mystery, Thriller;April;1000000.0;62882090.0;No;83;27.5;0.060240963855421686
Unfriended: Dark Web;Stephen Susco;2018;6;1.5;5.9;R;Horror, Mystery, Thriller;July;1000000.0;16024987.0;No;92;35.400000000000006;0.06521739130434782
Unsane;Steven Soderbergh;2018;2;0.5;6.4;R;Drama, Horror, Mystery;March;1500000.0;14293601.0;No;98;12.8;0.02040816326530612
Urban Legend;Jamie Blanks;1998;17;4.0;5.5;R;Horror, Mystery, Thriller;September;14000000.0;72527595.0;No;100;93.5;0.17
Us;Jordan Peele;2019;11;2.5;6.9;R;Horror, Mystery, Thriller;March;20000000.0;255105930.0;No;116;75.9;0.09482758620689655
Uzumaki;Higuchinsky;2000;15;3.0;6.2;NR;Drama, Fantasy, Horror;February;1000000.0;;No;90;93.0;0.16666666666666666
Vacancy;Nimród Antal;2007;12;2.5;6.2;R;Horror, Thriller;April;19000000.0;35300645.0;No;85;74.4;0.1411764705882353
Velvet Buzzsaw;Dan Gilroy;2019;10;2.5;5.7;R;Horror, Mystery, Thriller;February;21200000.0;;No;112;57.0;0.08928571428571429
Veronica;Paco Plaza;2017;10;3.0;6.2;NR;Horror;August;;6123089.0;Yes;105;62.0;0.09523809523809523
V/H/S;Various Directors;2012;7;3.5;5.8;R;Horror, Thriller;September;;1944287.0;No;116;40.6;0.0603448275862069
V/H/S/2;Various Directors;2013;14;4.0;6.0;R;Horror, Thriller;June;;805574.0;No;96;84.0;0.14583333333333334
Victor Frankenstein;Paul McGuigan;2015;6;1.5;6.0;PG-13;Drama, Horror, Sci-Fi;November;65000000.0;34227298.0;No;110;36.0;0.05454545454545454
Viral;Henry Joost, Ariel Schulman;2016;20;4.0;5.5;R;Drama, Horror, Sci-Fi;July;;551760.0;No;85;110.0;0.23529411764705882
Visions;Kevin Greutert;2015;10;3.5;5.3;R;Horror, Mystery;January;;1013805.0;No;82;53.0;0.12195121951219512
Wait Until Dark;Terence Young;1967;1;0.5;7.8;NR;Horror, Thriller;January;3000000.0;;No;108;7.8;0.009259259259259259
We Are Still Here;Ted Geoghegan;2015;12;3.0;5.7;NR;Horror;December;;;No;84;68.4;0.14285714285714285
Wes Craven's New Nightmare;Wes Craven;1994;11;2.5;6.4;R;Fantasy, Horror, Mystery;October;8000000.0;19721741.0;No;112;70.4;0.09821428571428571
What Lies Beneath;Robert Zemeckis;2000;16;3.0;6.6;PG-13;Drama, Fantasy, Horror;July;100000000.0;291420351.0;No;130;105.6;0.12307692307692308
When a Stranger Calls;Fred Walton;1979;5;2.0;6.6;R;Horror, Thriller;February;15000000.0;66966987.0;No;97;33.0;0.05154639175257732
Wildling;Fritz Böhm;2018;4;1.5;5.5;R;Drama, Fantasy, Horror;April;;504718.0;No;92;22.0;0.043478260869565216
Winchester;Michael Spierig, Peter Spierig;2018;17;4.0;5.4;PG-13;Biography, Drama, Fantasy;February;3500000.0;44019588.0;No;99;91.80000000000001;0.1717171717171717
Wind Chill;Gregory Jacobs;2007;13;3.0;5.8;R;Drama, Horror, Thriller;August;6000000.0;285060.0;No;91;75.39999999999999;0.14285714285714285
Wish Upon;John R. Leonetti;2017;11;2.0;5.0;PG-13;Drama, Fantasy, Horror;July;12000000.0;23468586.0;No;90;55.0;0.12222222222222222
Wolf Creek;Greg McLean;2005;0;0.0;6.2;R;Horror, Thriller;December;1000000.0;30762648.0;No;99;0.0;0.0
World War Z;Marc Forster;2013;7;2.5;7.0;NR;Action, Adventure, Horror;June;190000000.0;540007876.0;No;123;49.0;0.056910569105691054
Would You Rather;David Guy Levy;2012;3;1.0;5.7;NR;Horror, Thriller;June;;;Yes;93;17.1;0.03225806451612903
Wrong Turn;Rob Schmidt;2003;13;3.0;6.1;R;Horror;May;12600000.0;28650575.0;No;84;79.3;0.15476190476190477
You're Next;Adam Wingard;2011;11;3.0;6.5;R;Horror, Mystery, Thriller;August;1000000.0;26895481.0;No;95;71.5;0.11578947368421053
Zodiac;David Fincher;2007;3;0.5;7.7;R;Crime, Drama, Mystery;March;65000000.0;84785914.0;No;163;23.1;0.018404907975460124
Zombieland;Ruben Fleischer;2009;9;3.0;7.6;R;Adventure, Comedy, Horror;October;23600000.0;102392080.0;No;88;68.39999999999999;0.10227272727272728
